director_name,actor_1_name,actor_2_name,actor_3_name,genres,language,imdb_score,movie_title
Ashish R. Mohan,Asin,Mithun Chakraborty,Johnny Lever,Action Comedy,Hindi,4.3,khiladi 786
Jaume Balagueró,Jonathan D. Mellor,Pablo Rosso,Andrea Ros,Horror,Spanish,6.6,[rec] 2
Stewart Raffill,Kayla Jackson,Alexis Biesiada,Kayla Raparelli,Musical,English,3.4,standing ovation
George Roy Hill,Eileen Brennan,Robert Shaw,Ray Walston,Comedy Crime Drama,English,8.3,the sting
Hugh Hudson,Alice Krige,Ben Cross,John Gielgud,Biography Drama Sport,English,7.2,chariots of fire
Darren Grant,Cicely Tyson,Kimberly Elise,Tamara Taylor,Comedy Drama Romance,English,5.6,diary of a mad black woman
Scott Hicks,Noah Taylor,Armin Mueller-Stahl,Nicholas Bell,Biography Drama Music Romance,English,7.7,shine
Joseph Gordon-Levitt,Joseph Gordon-Levitt,Scarlett Johansson,Tony Danza,Comedy Drama Romance,English,6.6,don jon
Clint Eastwood,Clint Eastwood,Richard Bull,John Hillerman,Mystery Western,English,7.6,high plains drifter
Terry Zwigoff,Scarlett Johansson,Steve Buscemi,T.J. Thyne,Comedy Drama,English,7.4,ghost world
Richard Eyre,Kate Winslet,Jim Broadbent,Kris Marshall,Biography Drama Romance,English,7.1,iris
William Sachs,Stephen Macht,Avery Schreiber,Angelo Rossitto,Comedy Sci-Fi,English,3.4,galaxina
Christophe Barratier,Jean-Baptiste Maunier,François Berléand,Gérard Jugnot,Drama Music,French,7.9,the chorus
Émile Gaudreault,Paul Sorvino,Luke Kirby,Claudia Ferri,Comedy Drama,English,6.7,mambo italiano
James Cox,Alexis Dziena,Louis Lombardi,Franky G,Crime Drama Mystery Thriller,English,6.6,wonderland
Spike Lee,Ruby Dee,John Savage,Danny Aiello,Drama,English,7.9,do the right thing
James Toback,Sarah Michelle Gellar,Eric Stoltz,Joey Lauren Adams,Comedy Crime Drama Romance Thriller,English,4.9,harvard man
Aki Kaurismäki,Jean-Pierre Léaud,Kati Outinen,Jean-Pierre Darroussin,Comedy Drama,French,7.2,le havre
Gaspar Noé,Philippe Nahon,Albert Dupontel,Jo Prestia,Crime Drama Mystery Thriller,French,7.4,irreversible
Hitoshi Matsumoto,Lindsay Kay Hayward,Hitoshi Matsumoto,Shinobu Terajima,Comedy Drama,Japanese,6.1,r100
Rakeysh Omprakash Mehra,Anupam Kher,Steven Mackintosh,Madhavan,Comedy Drama History Romance,Hindi,8.4,rang de basanti
Collin Schiffli,Kim Shaw,John Heard,David Dastmalchian,Drama,English,6.2,animals
George Ratliff,Jim Gaffigan,Cree Kelly,Mike Eshaq,Action Comedy Drama Thriller,English,5.3,salvation boulevard
David Wain,Jon Hamm,Ken Marino,Ron Silver,Comedy Romance,English,5.0,the ten
Shane Meadows,Bob Hoskins,Paddy Considine,Shane Meadows,Comedy Drama,English,7.7,a room for romeo brass
Morten Tyldum,Aksel Hennie,Synnøve Macody Lund,Julie R. Ølgaard,Crime Drama Thriller,Norwegian,7.6,headhunters
Jon Wright,Russell Tovey,Richard Coyle,Bronagh Gallagher,Comedy Horror Sci-Fi Thriller,English,6.3,grabbers
Michael McGowan,Campbell Scott,Adam Butcher,Gordon Pinsent,Comedy Drama Sport,English,7.6,saint ralph
Liv Ullmann,Samantha Morton,Jessica Chastain,Colin Farrell,Drama Romance,English,5.6,miss julie
Jeannot Szwarc,Teresa Wright,Bill Erwin,George Voskovec,Drama Fantasy Romance,English,7.3,somewhere in time
Rohan Sippy,Abhishek Bachchan,Bipasha Basu,Prateik,Action Crime Drama Thriller,Hindi,6.2,dum maaro dum
James Wan,Lin Shaye,Barbara Hershey,Leigh Whannell,Fantasy Horror Thriller,English,6.6,insidious: chapter 2
Darren Lynn Bousman,Emmanuelle Vaugier,Tony Nappo,Shawnee Smith,Horror Mystery,English,6.6,saw ii
Dan Trachtenberg,Bradley Cooper,John Gallagher Jr.,Sumalee Montano,Drama Horror Mystery Sci-Fi Thriller,English,7.3,10 cloverfield lane
Jeff Tremaine,Bam Margera,Steve-O,Chris Pontius,Comedy Documentary,English,6.6,jackass: the movie
David F. Sandberg,Billy Burke,Amiah Miller,Gabriel Bateman,Horror,English,6.9,lights out
Henry Joost,Johanna Braddy,Sprague Grayden,Christopher Nicholas Smith,Horror,English,5.8,paranormal activity 3
Stiles White,Lin Shaye,Shelley Hennig,Daren Kagasoff,Fantasy Horror,English,4.4,ouija
Chuck Russell,John Saxon,Heather Langenkamp,Jennifer Rubin,Action Fantasy Horror Thriller,English,6.6,a nightmare on elm street 3: dream warriors
Joel Edgerton,Busy Philipps,Allison Tolman,Wendell Pierce,Mystery Thriller,English,7.1,the gift
Eugenio Derbez,Eugenio Derbez,Jessica Lindsey,Hugo Stiglitz,Comedy Drama,Spanish,7.6,instructions not included
Henry Joost,Matt Shively,Brendon Eggertsen,Alisha Boe,Horror,English,4.6,paranormal activity 4
Henry Koster,Richard Burton,Jean Simmons,Victor Mature,Drama History,English,6.8,the robe
Blake Edwards,Burt Kwouk,Herbert Lom,Catherine Schell,Comedy Crime Mystery,English,7.1,the return of the pink panther
Rachel Talalay,Johnny Depp,Tom Arnold,Yaphet Kotto,Comedy Fantasy Horror Thriller,English,4.9,freddy's dead: the final nightmare
Patty Jenkins,Charlize Theron,Bruce Dern,Pruitt Taylor Vince,Biography Crime Drama Thriller,English,7.3,monster
Richard Fleischer,James Mason,Robert J. Wilke,Paul Lukas,Adventure Drama Family Fantasy Sci-Fi,English,7.2,"20,000 leagues under the sea"
Christopher Landon,Richard Cabral,Gloria Sandoval,Molly Ephraim,Fantasy Horror Thriller,English,5.0,paranormal activity: the marked ones
David Lynch,Anthony Hopkins,Anne Bancroft,Dexter Fletcher,Biography Drama,English,8.2,the elephant man
Jean-Marc Vallée,Matthew McConaughey,Jennifer Garner,Denis O'Hare,Biography Drama,English,8.0,dallas buyers club
David Gelb,Olivia Wilde,Mark Duplass,Donald Glover,Horror Sci-Fi Thriller,English,5.2,the lazarus effect
Christopher Nolan,Callum Rennie,Thomas Lennon,Jorja Fox,Mystery Thriller,English,8.5,memento
Mike Flanagan,James Lafferty,Rory Cochrane,Garrett Ryan,Horror Mystery,English,6.5,oculus
Kevin Smith,Ethan Suplee,Jason Mewes,Brian O'Halloran,Comedy,English,7.4,clerks ii
Stephen Daldry,Julie Walters,Gary Lewis,Jamie Draven,Drama Music,English,7.7,billy elliot
Nat Faxon,Steve Carell,Liam James,Jim Rash,Comedy Drama,English,7.4,the way way back
George Jackson,William Schallert,Tisha Campbell-Martin,Helen Martin,Comedy Drama Music Romance,English,5.1,house party 2
George Miller,Tony Bonner,Jack Thompson,Tom Burlinson,Adventure Drama Family Romance Western,English,7.3,the man from snowy river
Maurice Joyce,Frank Welker,Constance Shulman,Alice Playten,Animation Comedy Family,English,5.0,doug's 1st movie
Robert Duvall,John Beasley,Todd Allen,June Carter Cash,Drama,English,7.2,the apostle
Frank Perry,Faye Dunaway,Xander Berkeley,Diana Scarwid,Biography Drama,English,6.7,mommie dearest
Jesse Peretz,Zooey Deschanel,Adam Scott,Steve Coogan,Comedy Drama,English,6.4,our idiot brother
Stephen Hopkins,William Hurt,Tony Curran,David Kross,Biography Drama Sport,English,7.1,race
Ice Cube,Bernie Mac,Monica Calhoun,Chrystale Wilson,Comedy Drama,English,5.6,the players club
Tim Blake Nelson,Mekhi Phifer,Andrew Keegan,John Heard,Drama Romance Thriller,English,6.2,o
John Erick Dowdle,Ben Feldman,Edwin Hodge,Perdita Weeks,Horror Mystery Thriller,English,6.1,"as above, so below"
Bille Woodruff,Boris Kodjoe,Cameron Mills,Sharon Leal,Drama Thriller,Spanish,5.2,addicted
Kasi Lemmons,Jurnee Smollett-Bell,Lynn Whitfield,Diahann Carroll,Drama,English,7.3,eve's bayou
Richard Glatzer,Kristen Stewart,Hunter Parrish,Seth Gilliam,Drama,English,7.5,still alice
Michael Curtiz,Gene Tierney,Peter Ustinov,Jean Simmons,Drama History,English,6.6,the egyptian
Bruce Malmuth,Sylvester Stallone,Lindsay Wagner,Persis Khambatta,Action Crime Thriller,English,6.4,nighthawks
Rob Hedden,Kane Hodder,Peter Mark Richman,Scott Reeves,Adventure Horror,English,4.5,friday the 13th part viii: jason takes manhattan
Joel Zwick,Nia Vardalos,Louis Mandylor,Lainie Kazan,Comedy Family Romance,English,6.6,my big fat greek wedding
Harmony Korine,James Franco,Heather Morris,Rachel Korine,Crime Drama,English,5.3,spring breakers
Joe Chappelle,Donald Pleasence,Kim Darby,Mitchell Ryan,Horror Thriller,English,4.9,halloween: the curse of michael myers
Alfonso Cuarón,Maribel Verdú,Daniel Giménez Cacho,María Aura,Adventure Comedy Drama Romance,Spanish,7.7,y tu mamá también
Edgar Wright,Peter Serafinowicz,Dylan Moran,Rafe Spall,Comedy Horror,English,8.0,shaun of the dead
Mickey Liddell,Jessica Lowndes,Randy Wayne,Haley Bennett,Drama Horror Thriller,English,3.8,the haunting of molly hartley
John Sayles,Matthew McConaughey,Clifton James,Miriam Colon,Drama Mystery,English,7.6,lone star
Dwight H. Little,Donald Pleasence,Kathleen Kinmont,Ellie Cornell,Horror Thriller,English,5.9,halloween 4: the return of michael myers
Fred Walton,Thomas F. Wilson,Deborah Foreman,Clayton Rohner,Horror Mystery,English,6.2,april fool's day
Barry Levinson,Steve Guttenberg,Daniel Stern,Ellen Barkin,Comedy Drama,English,7.2,diner
Steve Carver,David Carradine,William Sanderson,Robert Beltran,Action Crime Drama Thriller Western,English,6.3,lone wolf mcquade
Gonzalo López-Gallego,Warren Christie,Ryan Robbins,Andrew Airlie,Horror Mystery Sci-Fi Thriller,English,5.2,apollo 18
Christine Jeffs,Clifton Collins Jr.,Mary Lynn Rajskub,Paul Dooley,Comedy Drama,English,6.9,sunshine cleaning
John Erick Dowdle,Sterling Jerins,Claire Geare,Sahajak Boonthanakit,Action Thriller,English,6.8,no escape
Don Coscarelli,Vanna Bonta,John Amos,Rip Torn,Action Adventure Fantasy,English,6.2,the beastmaster
King Vidor,Gina Lollobrigida,George Sanders,Finlay Currie,Drama History Romance War,English,6.2,solomon and sheba
Michael Tiddes,Fred Willard,Mike Epps,Russell Peters,Comedy,English,3.5,fifty shades of black
Bill Duke,Eddie Cibrian,Jenifer Lewis,Wood Harris,Drama Romance,English,6.1,not easily broken
Frank Borzage,Gary Cooper,Helen Hayes,Adolphe Menjou,Drama Romance War,English,6.6,a farewell to arms
Bille Woodruff,Donald Faison,Brandy Norwood,Lauren London,Comedy Romance,English,4.5,the perfect match
Mamoru Hosoda,Lara Jill Miller,Colleen O'Shaughnessey,Mona Marshall,Action Adventure Animation Family Sci-Fi,English,5.9,digimon: the movie
Brian Dannelly,Macaulay Culkin,Patrick Fugit,Eva Amurri Martino,Comedy Drama,English,6.9,saved!
Denys Arcand,Marie-Josée Croze,Stéphane Rousseau,Marina Hands,Comedy Crime Drama Mystery Romance,French,7.7,the barbarian invasions
Richard Lester,Robert Shaw,Denholm Elliott,Nicol Williamson,Adventure Drama Romance,English,6.6,robin and marian
J.S. Cardone,Brendan Fehr,Kerr Smith,Izabella Miko,Horror Thriller,English,5.3,the forsaken
Guy Hamilton,Harrison Ford,Carl Weathers,Franco Nero,Action Drama War,English,6.3,force 10 from navarone
Jay Levey,Fran Drescher,Gedde Watanabe,Michael Richards,Comedy Drama,English,7.0,uhf
Nicholaus Goossen,Linda Cardellini,Joel David Moore,Shirley Jones,Comedy,English,7.0,grandma's boy
Tamara Jenkins,Natasha Lyonne,Kevin Corrigan,Jessica Walter,Comedy Drama,English,6.6,slums of beverly hills
Sergio Leone,Claudia Cardinale,Woody Strode,Jack Elam,Western,English,8.6,once upon a time in the west
Jon Favreau,Jon Favreau,Faizon Love,Jonathan Silverman,Comedy Crime Drama Thriller,English,6.4,made
Duncan Jones,Kevin Spacey,Matt Berry,Benedict Wong,Drama Mystery Sci-Fi,English,7.9,moon
Scott Marshall,Miranda Cosgrove,Jami Gertz,Carter Jenkins,Comedy,English,5.4,keeping up with the steins
Ronan Chapalain,Norbert Ferrer,Guillaume Denaiffe,Chloe Hollings,Documentary,English,6.9,sea rex 3d: journey to a prehistoric world
Atom Egoyan,Bruce Greenwood,Sarah Polley,Simon Baker,Drama,English,7.7,the sweet hereafter
Xavier Beauvois,Lambert Wilson,Michael Lonsdale,Olivier Rabourdin,Drama,French,7.2,of gods and men
Randall Miller,Alan Rickman,Freddy Rodríguez,Greg Collins,Comedy Drama,English,6.8,bottle shock
Jerry Belson,Cassandra Peterson,Tim Thomerson,Bess Armstrong,Comedy Music Sci-Fi,English,6.2,jekyll and hyde... together again
Peter Jackson,Kate Winslet,Jed Brophy,Liz Mullane,Biography Crime Drama Romance Thriller,English,7.4,heavenly creatures
Michael Polish,Hayden Christensen,Bobby Batson,Cynthia Barrett,Drama,English,4.6,90 minutes in heaven
Dan Rush,Will Ferrell,Scott Takeda,Stephen Root,Comedy Drama,English,6.4,everything must go
Jake Kasdan,Kim Dickens,Ryan O'Neal,Angela Featherstone,Comedy Crime Drama Mystery Thriller,English,7.0,zero effect
Brad Anderson,Christian Bale,Jennifer Jason Leigh,Reg E. Cathey,Drama Thriller,English,7.7,the machinist
Paul Schrader,Dana Delany,Jane Adams,David Clennon,Crime Drama,English,6.8,light sleeper
Michael Cuesta,Jeremy Renner,Paz Vega,Robert Pralgo,Biography Crime Drama Mystery Thriller,English,7.0,kill the messenger
John Cameron Mitchell,Dianne Wiest,Jon Tenney,Tammy Blanchard,Drama,English,7.0,rabbit hole
Fenton Bailey,Macaulay Culkin,Mia Kirshner,Marilyn Manson,Biography Crime Drama Thriller,English,6.3,party monster
Jeremy Saulnier,Alia Shawkat,Mark Webber,Joe Cole,Crime Horror Music Thriller,English,7.1,green room
Billy Kent,Liza Minnelli,Tim Russ,Winter Ave Zoli,Comedy Drama Romance,English,5.6,the oh in ohio
James Manera,Joaquim de Almeida,Greg Germann,Kristoffer Polaha,Drama Mystery Sci-Fi,English,4.4,atlas shrugged: who is john galt?
Wes Anderson,Andrew Wilson,Darryl Cox,Lumi Cavazos,Comedy Crime Drama,English,7.1,bottle rocket
Kevin Spacey,Viggo Mortensen,Joe Mantegna,Faye Dunaway,Crime Drama Thriller,English,6.1,albino alligator
Feroz Abbas Khan,Akshaye Khanna,Bhoomika Chawla,Darshan Jariwala,Biography Drama History,Hindi,7.4,"gandhi, my father"
Errol Morris,Jeffrey Frost,Megan Ambuhl Graner,Ken Davis,Crime Documentary War,English,7.5,standard operating procedure
Dennis Hopper,Raymond Burr,Don Gordon,Jim Byrnes,Drama,English,7.2,out of the blue
Eli Craig,Katrina Bowden,Tyler Labine,Chelan Simmons,Comedy Horror,English,7.6,tucker and dale vs evil
Nicholas Fackler,Adam Scott,Ellen Burstyn,Martin Landau,Drama Romance,English,7.3,"lovely, still"
Richard Wallace,Judith Anderson,Paul Fix,Laraine Day,Adventure Drama Romance,English,6.2,tycoon
Morgan J. Freeman,Ethan Suplee,John Heard,Sara Gilbert,Drama,English,6.2,desert blue
Matthew Hastings,Meghan Ory,Marc Trottier,Corey Sevier,Comedy Horror Sci-Fi,English,4.6,decoys
M. Night Shyamalan,Ocean James,Patch Darragh,Olivia DeJonge,Horror Thriller,English,6.2,the visit
Brian De Palma,Mike Figueroa,Daniel Stewart Sherman,Kel O'Neill,Crime Thriller War,English,6.2,redacted
Klaus Menzel,Adam Garcia,Jacqueline Bisset,Alice Evans,Mystery Romance Thriller,English,3.3,fascination
unknown,Holly Hunter,Dylan Minnette,Bokeem Woodbine,Drama Fantasy,English,7.5,saving grace            
Oren Peli,Glenn Campbell,Sandra Staggs,Jelena Nik,Horror Sci-Fi Thriller,English,4.2,area 51
Jaume Balagueró,Luis Tosar,Tony Corvillo,Marta Etura,Drama Horror Thriller,Spanish,7.2,sleep tight
Paul Andrew Williams,Dave Legeno,Doug Bradley,Georgia Groome,Comedy Crime Horror Thriller,English,6.2,the cottage
Stephen Herek,Henry Ian Cusick,Callum Blue,Shenae Grimes-Beech,Comedy Drama Fantasy,English,6.1,dead like me: life after death
Bob Saget,Alyson Hannigan,John Stamos,Jim Belushi,Animation Comedy,English,4.2,farce of the penguins
Jim Amatulli,Heather Locklear,Patricia Neal,Katie Leclerc,Drama Family Music,English,4.5,flying by
unknown,Corbin Bernsen,Dulé Hill,Timothy Omundson,Comedy Crime Mystery,English,8.4,psych            
William H. Macy,Billy Crudup,Felicity Huffman,David Adam Flannery,Comedy Drama Music,English,7.5,rudderless
Barrett Esposito,Chazz Palminteri,Cyndi Lauper,Danny Aiello,Animation Family,English,6.7,henry & me
Mitch Davis,Gary Cole,Jon Heder,Cheryl Hines,Comedy,English,5.1,christmas eve
Eric Bross,Teri Polo,Esai Morales,Nicholas Gonzalez,Crime Drama Thriller,English,5.5,we have your husband
Paul Schrader,Nicolas Cage,Irène Jacob,Tomiwa Edun,Drama Thriller,English,4.4,dying of the light
Vicky Jewson,James Frain,Sofia Black-D'Elia,Lisa Kay,Action Drama Thriller War,English,4.4,born of war
Peter Hyams,David Huddleston,Sam Waterston,Hal Holbrook,Action Sci-Fi Thriller,English,6.8,capricorn one
Marc Bennett,Michael Rapaport,Natasha Henstridge,Costas Mandylor,Comedy Drama,English,6.7,should've been romeo
Mike Mayhall,David Raizor,Cody Howard,Martin Kove,Family,English,8.6,running forever
Kevin Smith,Johnny Depp,Haley Joel Osment,Natasha Lyonne,Comedy Fantasy Horror Thriller,English,4.8,yoga hosers
Stanton Barrett,Mikal Vega,Michael Dudikoff,Ed Quinn,Action Horror,English,3.4,navy seals vs. zombies
Jirí Menzel,Julia Jentsch,Ivan Barnev,Milan Lasica,Comedy Drama Romance War,Czech,7.4,i served the king of england
Fatih Akin,Udo Kier,Moritz Bleibtreu,Birol Ünel,Comedy Drama,German,7.3,soul kitchen
Billy Bob Thornton,Robert Duvall,Dwight Yoakam,J.T. Walsh,Drama,English,8.0,sling blade
Nick Murphy,Isaac Hempstead Wright,Imelda Staunton,Joseph Mawle,Horror Thriller,English,6.5,the awakening
Eli Roth,Jay Hernandez,Takashi Miike,Rick Hoffman,Horror,English,5.9,hostel
Michael Winterbottom,Steve Coogan,Shirley Henderson,Dylan Moran,Comedy Drama,English,6.8,tristram shandy: a cock and bull story
Jeff Nichols,Katy Mixon,Shea Whigham,Robert Longstreet,Drama Thriller,English,7.4,take shelter
Frank LaLoggia,Alex Rocco,Lukas Haas,Katherine Helmond,Fantasy Horror Mystery Thriller,English,6.7,lady in white
Jeremy Brock,Rupert Grint,Julie Walters,Tamsin Egerton,Comedy Drama,English,6.8,driving lessons
Scott Foley,Donald Faison,Greg Grunberg,Dagmara Dominczyk,Comedy Crime,English,5.4,let's kill ward's wife
Tobe Hooper,Bill Johnson,Lou Perryman,Jim Siedow,Comedy Horror,English,5.5,the texas chainsaw massacre 2
Sam Peckinpah,James Coburn,Bob Dylan,Jason Robards,Biography Drama Romance Western,English,7.4,pat garrett & billy the kid
Nicolas Winding Refn,Ryan Gosling,Kristin Scott Thomas,Yayaying Rhatha Phongam,Crime Drama,English,5.7,only god forgives
Christophe Ali,Denis Lavant,Isild Le Besco,Emmanuelle Bercot,Drama,French,5.4,camping sauvage
Gabriela Tagliavini,Maria Conchita Alonso,Kate del Castillo,Camryn Manheim,Comedy,English,3.2,without men
Shekar,Bhama,Diganth,Dileep Raj,Comedy Romance,Kannada,7.1,barfi
Shona Auerbach,Gerard Butler,Sharon Small,Jack McElhone,Drama Romance,English,7.8,dear frankie
Leonard Farlinger,Keith Carradine,Gary Farmer,Stephen McHattie,Western,English,5.3,all hat
Michel Leclerc,Sara Forestier,Jacques Gamblin,Zinedine Soualem,Comedy Drama Romance,French,7.2,the names of love
Analeine Cal y Mayor,Zoë Kravitz,Douglas Smith,Kim Ly,Comedy Drama,English,6.2,treading water
Tom Kalin,Eddie Redmayne,Elena Anaya,Stephen Dillane,Drama,English,5.9,savage grace
Robert Sarkies,William Kircher,Matthew Sunderland,Paul Glover,Crime Drama,English,7.3,out of the blue
Hugh Wilson,Steve Guttenberg,Bubba Smith,Michael Winslow,Comedy,English,6.7,police academy
Randal Kleiser,Brooke Shields,Christopher Atkins,Leo McKern,Adventure Drama Romance,English,5.7,the blue lagoon
Mike Newell,Kristin Scott Thomas,James Fleet,Simon Callow,Comedy Drama Romance,English,7.1,four weddings and a funeral
Amy Heckerling,Jennifer Jason Leigh,Judge Reinhold,Vincent Schiavelli,Comedy Drama,English,7.2,fast times at ridgemont high
John Huston,Royal Dano,Richard Basehart,James Robertson Justice,Adventure Drama,English,7.4,moby dick
Spike Lee,Philip Seymour Hoffman,Rosario Dawson,Aaron Stanford,Drama,English,7.7,25th hour
unknown,Dan Fogler,Indiana Evans,KaDee Strickland,Crime Drama,English,7.7,secrets and lies            
Lana Wachowski,Christopher Meloni,Kevin Michael Richardson,Peter Spellos,Crime Drama Romance Thriller,English,7.4,bound
Darren Aronofsky,Ellen Burstyn,Mark Margolis,Louise Lasser,Drama,English,8.4,requiem for a dream
Walter Lang,Dana Andrews,Jeanne Crain,Frank McHugh,Musical Romance,English,7.1,state fair
Carlos Saura,Mía Maestro,Juan Luis Galiardo,Miguel Ángel Solá,Drama Musical,Spanish,7.2,tango
Oliver Stone,Jim Belushi,John Savage,Juan Fernández,Drama History Thriller War,English,7.5,salvador
Andrew Erwin,Alex Kendrick,Sarah Drew,Patricia Heaton,Comedy,English,5.4,moms' night out
Richard Kelly,Jake Gyllenhaal,Mary McDonnell,James Duval,Drama Sci-Fi Thriller,English,8.1,donnie darko
Beto Gómez,Jaime Camil,Gerardo Taracena,Joaquín Cosio,Adventure Comedy Western,Spanish,6.0,saving private perez
Mike van Diem,Jan Decleir,Fedja van Huêt,Hans Kesting,Crime Drama Mystery,Dutch,7.8,character
Jonas Åkerlund,Patrick Fugit,Nicholas Gonzalez,Debbie Harry,Comedy Crime Drama,English,6.8,spun
Todd Solondz,Rich Pecci,Shirley Henderson,Charlotte Rampling,Comedy Drama,English,6.5,life during wartime
Chan-wook Park,Min-sik Choi,Yeong-ae Lee,Hye-jeong Kang,Crime Drama,Korean,7.7,lady vengeance
René Féret,Nicolas Giraud,Clovis Fouin,Marie Féret,Biography Drama Music Romance,French,6.4,mozart's sister
Barry Skolnick,Jason Statham,Jason Flemyng,Danny Dyer,Comedy Drama Sport,English,6.5,mean machine
Johnnie To,Simon Yam,Anthony Chau-Sang Wong,Josie Ho,Action Crime Thriller,Cantonese,7.3,exiled
Mateo Gil,Sam Shepard,Dominique McElligott,Stephen Rea,Action Adventure Western,English,6.6,blackthorn
Lukas Moodysson,Oksana Akinshina,Artyom Bogucharskiy,Lyubov Agapova,Crime Drama,Russian,7.9,lilya 4-ever
Agnieszka Wojtowicz-Vosloo,Liam Neeson,Josh Charles,Chandler Canterbury,Drama Horror Mystery Thriller,English,5.9,after.life
Kabir Sadanand,Jimmy Shergill,Sana Saeed,Dimple Kapadia,Drama Thriller,Hindi,4.7,fugly
Milos Forman,Scatman Crothers,Michael Berryman,Louise Fletcher,Drama,English,8.7,one flew over the cuckoo's nest
Peter DeLuise,Katherine McNamara,Dove Cameron,Braeden Lemasters,Comedy,English,5.9,r.l. stine's monsterville: the cabinet of souls
Mel Brooks,Sid Caesar,Dom DeLuise,Bernadette Peters,Comedy Romance,unknown,6.7,silent movie
Raja Menon,Nimrat Kaur,Sameer Ali Khan,Purab Kohli,Action Drama History Thriller War,Hindi,8.5,airlift
unknown,Zack Ward,Jonathan Crombie,Megan Follows,Drama Family,English,8.4,anne of green gables            
Ernie Barbarash,Michael Jai White,Michael J. Morris,Lateef Crowder,Action Adventure,English,5.8,falcon rising
Nick Love,Hayley Atwell,Ray Winstone,Alan Ford,Action Crime Drama,English,6.1,the sweeney
Jonathan Glazer,Ray Winstone,James Fox,Amanda Redman,Crime Thriller,English,7.3,sexy beast
Daniel Espinosa,Fabian Bolin,Fares Fares,Matias Varela,Action Crime Drama Thriller,Swedish,6.7,easy money
Niki Caro,Keisha Castle-Hughes,Rawiri Paratene,Tammy Davis,Drama Family,English,7.6,whale rider
R. Balki,Vidya Balan,Abhishek Bachchan,Paresh Rawal,Comedy Drama,Hindi,7.2,paa
Ivan Engler,Yangzom Brauen,Claude-Oliver Rudolph,Anna Katharina Schwabroh,Mystery Sci-Fi Thriller,German,6.2,cargo
Joe Wright,Hugh Jackman,Cara Delevingne,Nonso Anozie,Adventure Family Fantasy,English,5.8,pan
Kenny Ortega,Lucas Grabeel,Corbin Bleu,Olesya Rulin,Comedy Drama Family Music Musical Romance,English,5.2,high school musical
unknown,Dorian Missick,Daniella Alonso,Ellen Barkin,Crime Drama,English,8.1,animal kingdom            
Richard Kwietniowski,Jason Priestley,Maury Chaykin,Danny Webb,Comedy Drama,English,7.1,love and death on long island
Timur Bekmambetov,Konstantin Khabenskiy,Aleksey Chadov,Zhanna Friske,Fantasy Thriller,Russian,6.5,night watch
Neil Jordan,Jim Broadbent,Miranda Richardson,Stephen Rea,Crime Drama Romance Thriller,English,7.3,the crying game
Bob Clark,Art Hindle,Susan Clark,Tony Ganios,Comedy,English,6.2,porky's
George A. Romero,Julian Richings,Shawn Roberts,Kathleen Munroe,Horror,English,5.0,survival of the dead
George A. Romero,Judith O'Dea,Duane Jones,S. William Hinzman,Drama Horror Mystery,English,8.0,night of the living dead
Sofia Coppola,Scarlett Johansson,Bill Murray,Catherine Lambert,Drama,English,7.8,lost in translation
Woody Allen,Woody Allen,Carol Kane,Shelley Duvall,Comedy Romance,English,8.1,annie hall
Cecil B. DeMille,Gloria Grahame,Dorothy Lamour,Cornel Wilde,Drama Family Romance,English,6.7,the greatest show on earth
Ridley Scott,Christian Bale,María Valverde,Ben Mendelsohn,Action Adventure Drama,English,6.1,exodus: gods and kings
Marc Forster,Heath Ledger,Peter Boyle,Marcus Lyle Brown,Drama Romance,English,7.1,monster's ball
Henry Hobson,Joely Richardson,J.D. Evermore,David A Cole,Drama Horror,English,5.6,maggie
Mike Figgis,Nicolas Cage,Valeria Golino,Julian Sands,Drama Romance,English,7.6,leaving las vegas
Duane Journey,Molly C. Quinn,Lara Flynn Boyle,Lochlyn Munro,Comedy Horror,English,4.3,hansel & gretel get baked
Dan O'Bannon,Linnea Quigley,Clu Gulager,Beverly Randolph,Comedy Horror Sci-Fi,English,7.3,the return of the living dead
Billy Wilder,Austin Pendleton,Harold Gould,David Wayne,Comedy Drama Romance,English,7.3,the front page
Rob Cohen,Ryan Guzman,Hill Harper,Adam Hicks,Mystery Thriller,English,4.6,the boy next door
Carol Reed,Gina Lollobrigida,Katy Jurado,Sidney James,Drama Romance,English,6.8,trapeze
unknown,Holly Hunter,Dylan Minnette,Bokeem Woodbine,Drama Fantasy,English,7.5,saving grace            
Lisa Cholodenko,Josh Hutcherson,Mia Wasikowska,Yaya DaCosta,Comedy Drama,English,7.1,the kids are all right
John Carpenter,Meg Foster,Peter Jason,George 'Buck' Flower,Horror Sci-Fi Thriller,English,7.3,they live
John Sturges,James Coburn,Donald Pleasence,Gordon Jackson,Adventure Drama History Thriller War,English,8.3,the great escape
William Arntz,Marlee Matlin,Elaine Hendrix,Armin Shimerman,Comedy Documentary Drama Fantasy Mystery Sci-Fi,English,5.4,what the #$*! do we (k)now!?
Ed Gass-Donnelly,Muse Watson,Spencer Treat Clark,Ashley Bell,Drama Horror Thriller,English,4.0,the last exorcism part ii
Richard Linklater,Ellar Coltrane,Lorelei Linklater,Libby Villari,Drama,English,8.0,boyhood
Woody Allen,Scarlett Johansson,Kevin McNally,Geoff Bell,Comedy Crime Mystery,English,6.7,scoop
Tim Burton,Cary-Hiroyuki Tagawa,Estella Warren,Erick Avari,Action Adventure Sci-Fi Thriller,English,5.7,planet of the apes
